epoch,accuracy,loss,precision,recall
1,0.6515992283821106,1.1238335371017456,0.8220961689949036,0.5268210768699646
2,0.6550178527832031,1.1121007204055786,0.8212987780570984,0.5313442945480347
3,0.6592190861701965,1.0958694219589233,0.8241859674453735,0.5386159420013428
4,0.6646971106529236,1.0787782669067383,0.8252789378166199,0.5450562834739685
5,0.6678423881530762,1.0671167373657227,0.8264330625534058,0.5504107475280762
6,0.6733354330062866,1.0478240251541138,0.8276883959770203,0.5583563446998596
7,0.6755708456039429,1.0383939743041992,0.8272868394851685,0.5623478889465332
8,0.6797121167182922,1.0229237079620361,0.8287612199783325,0.5676386952400208
9,0.684441328048706,1.0082900524139404,0.8307101130485535,0.5733189582824707
10,0.6892228722572327,0.9921644926071167,0.8315297961235046,0.5806317329406738
11,0.6909266114234924,0.9841662645339966,0.8317314982414246,0.5842450857162476
12,0.6953112483024597,0.9686687588691711,0.8330132961273193,0.5896931886672974
13,0.6984715461730957,0.9577909111976624,0.8335703611373901,0.5947818160057068
14,0.7005159854888916,0.946579098701477,0.8338013291358948,0.5992676019668579
15,0.7048819661140442,0.9341797232627869,0.8344361782073975,0.6034388542175293
16,0.7080459594726562,0.9245140552520752,0.8367464542388916,0.6086061000823975
17,0.7116368412971497,0.9094510674476624,0.8379946947097778,0.61368727684021
18,0.7135090231895447,0.9022194743156433,0.8364020586013794,0.6176038980484009
19,0.7169501185417175,0.8885151147842407,0.8383479714393616,0.6226475834846497
20,0.7208255529403687,0.8784075975418091,0.8404249548912048,0.6282716393470764
21,0.7240457534790039,0.8680233955383301,0.8404008150100708,0.6318063735961914
22,0.725850522518158,0.8590184450149536,0.8415330648422241,0.6347719430923462
23,0.7291530966758728,0.8490022420883179,0.8421135544776917,0.6403810381889343
24,0.7321897745132446,0.838768720626831,0.8432252407073975,0.6436386704444885
25,0.7349157333374023,0.8302005529403687,0.8440953493118286,0.6480607986450195
26,0.7368665337562561,0.8240695595741272,0.8451982140541077,0.6506069898605347
27,0.7390233278274536,0.8150782585144043,0.8446441292762756,0.6539282202720642
28,0.7412175536155701,0.806591272354126,0.8469538688659668,0.6571372151374817
29,0.7440071105957031,0.7965435981750488,0.8470926880836487,0.6619075536727905
30,0.747418224811554,0.788206160068512,0.8482178449630737,0.6658166646957397
31,0.748740017414093,0.780382513999939,0.8483401536941528,0.6684602499008179
32,0.751664400100708,0.7739055752754211,0.8494873046875,0.6725004315376282
33,0.7519077658653259,0.7692444324493408,0.8496236205101013,0.6740431189537048
34,0.7555697560310364,0.7587859630584717,0.850868284702301,0.6777163743972778
35,0.7572997212409973,0.75352942943573,0.8512909412384033,0.6808803677558899
36,0.7603551149368286,0.7414486408233643,0.8536432981491089,0.685808002948761
37,0.7615870237350464,0.7355644702911377,0.8519494533538818,0.6876053214073181
38,0.7642792463302612,0.7295799851417542,0.8540608882904053,0.6901664733886719
39,0.765372633934021,0.724563717842102,0.8540419340133667,0.692712664604187
40,0.7690346240997314,0.7144982814788818,0.8561416864395142,0.6971310377120972
41,0.7695700526237488,0.7098490595817566,0.8559302091598511,0.6992504000663757
42,0.7731310129165649,0.7001457810401917,0.8572595119476318,0.7035526633262634
43,0.7734717130661011,0.6990106701850891,0.8567230105400085,0.704039454460144
44,0.7748309373855591,0.6934852004051208,0.8570312857627869,0.7067766189575195
45,0.7785491347312927,0.6826847791671753,0.8592759370803833,0.7106482982635498
46,0.7777553200721741,0.6835401654243469,0.858037531375885,0.7105172276496887
47,0.7807058691978455,0.6748481392860413,0.8592767715454102,0.7140370011329651
48,0.7813686728477478,0.6709079146385193,0.8591499924659729,0.7166692614555359
49,0.7822598218917847,0.6671213507652283,0.85926753282547,0.7180060148239136
