title,speaker,url,month,year
Turning dunes into architecture,Magnus Larsson,/talks/magnus_larsson_turning_dunes_into_architecture?language=en,Nov,2009
Transition to a world without oil,Rob Hopkins,/talks/rob_hopkins_transition_to_a_world_without_oil?language=en,Nov,2009
Asia's rise — how and when,Hans Rosling,/talks/hans_rosling_asia_s_rise_how_and_when?language=en,Nov,2009
Learn to use the 13th-century astrolabe,Tom Wujec,/talks/tom_wujec_learn_to_use_the_13th_century_astrolabe?language=en,Nov,2009
East vs. West — the myths that mystify,Devdutt Pattanaik,/talks/devdutt_pattanaik_east_vs_west_the_myths_that_mystify?language=en,Nov,2009
Learning from leadership's missing manual,Fields Wicker-Miurin,/talks/fields_wicker_miurin_learning_from_leadership_s_missing_manual?language=en,Nov,2009
Science-inspired design,Mathieu Lehanneur,/talks/mathieu_lehanneur_science_inspired_design?language=en,Nov,2009
The thrilling potential of SixthSense technology,Pranav Mistry,/talks/pranav_mistry_the_thrilling_potential_of_sixthsense_technology?language=en,Nov,2009
The surprising spread of Idol TV,Cynthia Schneider,/talks/cynthia_schneider_the_surprising_spread_of_idol_tv?language=en,Nov,2009
Photographing the landscape of oil,Edward Burtynsky,/talks/edward_burtynsky_photographing_the_landscape_of_oil?language=en,Nov,2009
The science behind a climate headline,Rachel Pike,/talks/rachel_pike_the_science_behind_a_climate_headline?language=en,Nov,2009
The refugees of boom-and-bust,Cameron Sinclair,/talks/cameron_sinclair_the_refugees_of_boom_and_bust?language=en,Nov,2009
How the Internet enables intimacy,Stefana Broadbent,/talks/stefana_broadbent_how_the_internet_enables_intimacy?language=en,Nov,2009
"Symmetry, reality's riddle",Marcus du Sautoy,/talks/marcus_du_sautoy_symmetry_reality_s_riddle?language=en,Oct,2009
The year I was homeless,Becky  Blanton,/talks/becky_blanton_the_year_i_was_homeless?language=en,Oct,2009
Architecture that repairs itself?,Rachel Armstrong,/talks/rachel_armstrong_architecture_that_repairs_itself?language=en,Oct,2009
A new way to explain explanation,David Deutsch,/talks/david_deutsch_a_new_way_to_explain_explanation?language=en,Oct,2009
Navigating our global future,Ian Goldin,/talks/ian_goldin_navigating_our_global_future?language=en,Oct,2009
1.3m reasons to re-invent the syringe,Marc Koska,/talks/marc_koska_1_3m_reasons_to_re_invent_the_syringe?language=en,Oct,2009
Lead like the great conductors,Itay Talgam,/talks/itay_talgam_lead_like_the_great_conductors?language=en,Oct,2009
Animating a photo-real digital face,Paul Debevec,/talks/paul_debevec_animating_a_photo_real_digital_face?language=en,Oct,2009
The post-crisis consumer,John Gerzema,/talks/john_gerzema_the_post_crisis_consumer?language=en,Oct,2009
The 4 ways sound affects us,Julian Treasure,/talks/julian_treasure_the_4_ways_sound_affects_us?language=en,Oct,2009
A brain in a supercomputer,Henry Markram,/talks/henry_markram_a_brain_in_a_supercomputer?language=en,Oct,2009
Life lessons from an ad man,Rory Sutherland,/talks/rory_sutherland_life_lessons_from_an_ad_man?language=en,Oct,2009
"Robots that ""show emotion""",David Hanson,/talks/david_hanson_robots_that_show_emotion?language=en,Oct,2009
New York — before the City,Eric Sanderson,/talks/eric_sanderson_new_york_before_the_city?language=en,Oct,2009
"Claim your ""manspace""",Sam Martin,/talks/sam_martin_claim_your_manspace?language=en,Oct,2009
Optical illusions show how we see,Beau Lotto,/talks/beau_lotto_optical_illusions_show_how_we_see?language=en,Oct,2009
The danger of a single story,Chimamanda Ngozi Adichie,/talks/chimamanda_ngozi_adichie_the_danger_of_a_single_story?language=en,Oct,2009
Tribal leadership,David Logan,/talks/david_logan_tribal_leadership?language=en,Oct,2009
How food shapes our cities,Carolyn Steel,/talks/carolyn_steel_how_food_shapes_our_cities?language=en,Oct,2009
The power of time off,Stefan Sagmeister,/talks/stefan_sagmeister_the_power_of_time_off?language=en,Oct,2009
How spectroscopy could reveal alien life,Garik Israelian,/talks/garik_israelian_how_spectroscopy_could_reveal_alien_life?language=en,Oct,2009
Let's revive the Golden Rule,Karen Armstrong,/talks/karen_armstrong_let_s_revive_the_golden_rule?language=en,Sep,2009
Designers — think big!,Tim Brown,/talks/tim_brown_designers_think_big?language=en,Sep,2009
Mapping the future of countries,Parag Khanna,/talks/parag_khanna_mapping_the_future_of_countries?language=en,Sep,2009
A third way to think about aid,Jacqueline Novogratz,/talks/jacqueline_novogratz_a_third_way_to_think_about_aid?language=en,Sep,2009
Photographs of secret sites,Taryn Simon,/talks/taryn_simon_photographs_of_secret_sites?language=en,Sep,2009
How I harnessed the wind,William Kamkwamba,/talks/william_kamkwamba_how_i_harnessed_the_wind?language=en,Sep,2009
How the Net aids dictatorships,Evgeny Morozov,/talks/evgeny_morozov_how_the_net_aids_dictatorships?language=en,Sep,2009
The Web as random acts of kindness,Jonathan Zittrain,/talks/jonathan_zittrain_the_web_as_random_acts_of_kindness?language=en,Sep,2009
"""Wait It Out""",Imogen Heap,/talks/imogen_heap_wait_it_out?language=en,Sep,2009
What hallucination reveals about our minds,Oliver Sacks,/talks/oliver_sacks_what_hallucination_reveals_about_our_minds?language=en,Sep,2009
An inventory of the invisible,John Lloyd,/talks/john_lloyd_an_inventory_of_the_invisible?language=en,Sep,2009
3 warp-speed architecture tales,Bjarke Ingels,/talks/bjarke_ingels_3_warp_speed_architecture_tales?language=en,Sep,2009
The real story of McMafia — how global crime networks work,Misha Glenny,/talks/misha_glenny_the_real_story_of_mcmafia_how_global_crime_networks_work?language=en,Sep,2009
How we read each other's minds,Rebecca Saxe,/talks/rebecca_saxe_how_we_read_each_other_s_minds?language=en,Sep,2009
How I swam the North Pole,Lewis Pugh,/talks/lewis_pugh_how_i_swam_the_north_pole?language=en,Sep,2009
Time-lapse proof of extreme ice loss,James Balog,/talks/james_balog_time_lapse_proof_of_extreme_ice_loss?language=en,Sep,2009
A leap from the edge of space,Steve Truglia,/talks/steve_truglia_a_leap_from_the_edge_of_space?language=en,Sep,2009
Making sound visible through cymatics,Evan Grant,/talks/evan_grant_making_sound_visible_through_cymatics?language=en,Sep,2009
"Post-crash, investing in a better world",Geoff Mulgan,/talks/geoff_mulgan_post_crash_investing_in_a_better_world?language=en,Sep,2009
Adjustable liquid-filled eyeglasses,Joshua Silver,/talks/joshua_silver_adjustable_liquid_filled_eyeglasses?language=en,Sep,2009
"One seed at a time, protecting the future of food",Cary Fowler,/talks/cary_fowler_one_seed_at_a_time_protecting_the_future_of_food?language=en,Aug,2009
A multimedia theatrical adventure,Natasha Tsakos,/talks/natasha_tsakos_a_multimedia_theatrical_adventure?language=en,Aug,2009
Let my dataset change your mindset,Hans Rosling,/talks/hans_rosling_let_my_dataset_change_your_mindset?language=en,Aug,2009
A demo of wireless electricity,Eric Giler,/talks/eric_giler_a_demo_of_wireless_electricity?language=en,Aug,2009
The puzzle of motivation,Dan Pink,/talks/dan_pink_the_puzzle_of_motivation?language=en,Aug,2009
The music of a war child,Emmanuel Jal,/talks/emmanuel_jal_the_music_of_a_war_child?language=en,Aug,2009
Biomimicry in action,Janine Benyus,/talks/janine_benyus_biomimicry_in_action?language=en,Aug,2009
Why the world needs charter cities,Paul Romer,/talks/paul_romer_why_the_world_needs_charter_cities?language=en,Aug,2009
How to make filthy water drinkable,Michael Pritchard,/talks/michael_pritchard_how_to_make_filthy_water_drinkable?language=en,Aug,2009
Hold your breath for micro-sculpture,Willard Wigan,/talks/willard_wigan_hold_your_breath_for_micro_sculpture?language=en,Aug,2009
I believe we evolved from aquatic apes,Elaine Morgan,/talks/elaine_morgan_i_believe_we_evolved_from_aquatic_apes?language=en,Jul,2009
Art that looks back at you,Golan Levin,/talks/golan_levin_art_that_looks_back_at_you?language=en,Jul,2009
"A kinder, gentler philosophy of success",Alain de Botton,/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success?language=en,Jul,2009
Wiring a web for global good,Gordon Brown,/talks/gordon_brown_wiring_a_web_for_global_good?language=en,Jul,2009
Skin color is an illusion,Nina Jablonski,/talks/nina_jablonski_skin_color_is_an_illusion?language=en,Jul,2009
Exploring the mind of a killer,Jim Fallon,/talks/jim_fallon_exploring_the_mind_of_a_killer?language=en,Jul,2009
A better way to harvest bone marrow,Daniel Kraft,/talks/daniel_kraft_a_better_way_to_harvest_bone_marrow?language=en,Jul,2009
Playing with space and light,Olafur Eliasson,/talks/olafur_eliasson_playing_with_space_and_light?language=en,Jul,2009
4 environmental 'heresies',Stewart Brand,/talks/stewart_brand_4_environmental_heresies?language=en,Jul,2009
A next-gen cure for killer infections,Kary Mullis,/talks/kary_mullis_a_next_gen_cure_for_killer_infections?language=en,Jul,2009
Escaping the Khmer Rouge,Sophal Ear,/talks/sophal_ear_escaping_the_khmer_rouge?language=en,Jul,2009
3 ways the brain creates meaning,Tom Wujec,/talks/tom_wujec_3_ways_the_brain_creates_meaning?language=en,Jul,2009
The design genius of Charles + Ray Eames,Eames Demetrios,/talks/eames_demetrios_the_design_genius_of_charles_ray_eames?language=en,Jul,2009
17 words of architectural inspiration,Daniel Libeskind,/talks/daniel_libeskind_17_words_of_architectural_inspiration?language=en,Jul,2009
Life lessons through tinkering,Gever Tulley,/talks/gever_tulley_life_lessons_through_tinkering?language=en,Jun,2009
Teach statistics before calculus!,Arthur Benjamin,/talks/arthur_benjamin_teach_statistics_before_calculus?language=en,Jun,2009
My trek to the South Pole,Ray Zahab,/talks/ray_zahab_my_trek_to_the_south_pole?language=en,Jun,2009
You are the future of philanthropy,Katherine Fulton,/talks/katherine_fulton_you_are_the_future_of_philanthropy?language=en,Jun,2009
New rules for rebuilding a broken nation,Paul Collier,/talks/paul_collier_new_rules_for_rebuilding_a_broken_nation?language=en,Jun,2009
The psychology of time,Philip Zimbardo,/talks/philip_zimbardo_the_psychology_of_time?language=en,Jun,2009
"Surgery's past, present and robotic future",Catherine Mohr,/talks/catherine_mohr_surgery_s_past_present_and_robotic_future?language=en,Jun,2009
How cults rewire the brain,Diane Benscoter,/talks/diane_benscoter_how_cults_rewire_the_brain?language=en,Jun,2009
How social media can make history,Clay Shirky,/talks/clay_shirky_how_social_media_can_make_history?language=en,Jun,2009
Life in Biosphere 2,Jane Poynter,/talks/jane_poynter_life_in_biosphere_2?language=en,Jun,2009
Success is a continuous journey,Richard St. John,/talks/richard_st_john_success_is_a_continuous_journey?language=en,Jun,2009
Learning from the gecko's tail,Robert Full,/talks/robert_full_learning_from_the_gecko_s_tail?language=en,Jun,2009
Happiness and its surprises,Nancy Etcoff,/talks/nancy_etcoff_happiness_and_its_surprises?language=en,Jun,2009
A plug for smart power outlets,John La Grou,/talks/john_la_grou_a_plug_for_smart_power_outlets?language=en,Jun,2009
Eco-friendly drywall,Kevin Surace,/talks/kevin_surace_eco_friendly_drywall?language=en,Jun,2009
The world in 2200,Pete Alcorn,/talks/pete_alcorn_the_world_in_2200?language=en,Jun,2009
Odes to vice and consequences,Felix Dennis,/talks/felix_dennis_odes_to_vice_and_consequences?language=en,Jun,2009
A wide-angle view of fragile Earth,Yann Arthus-Bertrand,/talks/yann_arthus_bertrand_a_wide_angle_view_of_fragile_earth?language=en,Jun,2009
A university for the coming singularity,Ray Kurzweil,/talks/ray_kurzweil_a_university_for_the_coming_singularity?language=en,Jun,2009
A call to reinvent liberal arts education,Liz Coleman,/talks/liz_coleman_a_call_to_reinvent_liberal_arts_education?language=en,Jun,2009
"Playing ""Pink Noise"" on guitar",Kaki King,/talks/kaki_king_playing_pink_noise_on_guitar?language=en,May,2009
Why we're storing billions of seeds,Jonathan Drori,/talks/jonathan_drori_why_we_re_storing_billions_of_seeds?language=en,May,2009
The world's English mania,Jay Walker,/talks/jay_walker_the_world_s_english_mania?language=en,May,2009
"A passionate, personal case for education",Michelle Obama,/talks/michelle_obama_a_passionate_personal_case_for_education?language=en,May,2009
Don't eat the marshmallow!,Joachim de Posada,/talks/joachim_de_posada_don_t_eat_the_marshmallow?language=en,May,2009
A supercharged motorcycle design,Yves Béhar,/talks/yves_behar_a_supercharged_motorcycle_design?language=en,May,2009
Could a Saturn moon harbor life?,Carolyn Porco,/talks/carolyn_porco_could_a_saturn_moon_harbor_life?language=en,May,2009
10 things you didn't know about orgasm,Mary Roach,/talks/mary_roach_10_things_you_didn_t_know_about_orgasm?language=en,May,2009
Are we in control of our own decisions?,Dan Ariely,/talks/dan_ariely_are_we_in_control_of_our_own_decisions?language=en,May,2009
The business logic of sustainability,Ray Anderson,/talks/ray_anderson_the_business_logic_of_sustainability?language=en,May,2009
A full-band beatbox,Naturally 7,/talks/naturally_7_a_full_band_beatbox?language=en,May,2009
Ideas for India's future,Nandan Nilekani,/talks/nandan_nilekani_ideas_for_india_s_future?language=en,May,2009
"Insights on HIV, in stunning data visuals",Hans Rosling,/talks/hans_rosling_insights_on_hiv_in_stunning_data_visuals?language=en,May,2009
The tribes we lead,Seth Godin,/talks/seth_godin_the_tribes_we_lead?language=en,May,2009
What comes after An Inconvenient Truth?,Al Gore,/talks/al_gore_what_comes_after_an_inconvenient_truth?language=en,May,2009
We need to feed the whole world,Louise Fresco,/talks/louise_fresco_we_need_to_feed_the_whole_world?language=en,May,2009
Anti-gravity sculpture,Tom Shannon,/talks/tom_shannon_anti_gravity_sculpture?language=en,May,2009
Teach arts and sciences together,Mae Jemison,/talks/mae_jemison_teach_arts_and_sciences_together?language=en,May,2009
The mathematics of war,Sean Gourley,/talks/sean_gourley_the_mathematics_of_war?language=en,May,2009
What went wrong at the LHC,Brian Cox,/talks/brian_cox_what_went_wrong_at_the_lhc?language=en,May,2009
Lessons from the 1918 flu,Laurie Garrett,/talks/laurie_garrett_lessons_from_the_1918_flu?language=en,Apr,2009
A one-woman global village,Sarah Jones,/talks/sarah_jones_a_one_woman_global_village?language=en,Apr,2009
Growing evidence of brain plasticity,Michael Merzenich,/talks/michael_merzenich_growing_evidence_of_brain_plasticity?language=en,Apr,2009
How ideas trump crises,Alex Tabarrok,/talks/alex_tabarrok_how_ideas_trump_crises?language=en,Apr,2009
Comics of bygone New York,Ben Katchor,/talks/ben_katchor_comics_of_bygone_new_york?language=en,Apr,2009
Does racism affect how you vote?,Nate Silver,/talks/nate_silver_does_racism_affect_how_you_vote?language=en,Apr,2009
Reporting crisis via texting,Erik Hersman,/talks/erik_hersman_reporting_crisis_via_texting?language=en,Apr,2009
Rethinking the way we sit down,Niels Diffrient,/talks/niels_diffrient_rethinking_the_way_we_sit_down?language=en,Apr,2009
The beautiful math of coral,Margaret Wertheim,/talks/margaret_wertheim_the_beautiful_math_of_coral?language=en,Apr,2009
9 life lessons from rock climbing,Matthew Childs,/talks/matthew_childs_9_life_lessons_from_rock_climbing?language=en,Apr,2009
"Smash fear, learn anything",Tim Ferriss,/talks/tim_ferriss_smash_fear_learn_anything?language=en,Apr,2009
Stunning data visualization in the AlloSphere,JoAnn Kuchera-Morin,/talks/joann_kuchera_morin_stunning_data_visualization_in_the_allosphere?language=en,Apr,2009
To upgrade is human,Gregory Stock,/talks/gregory_stock_to_upgrade_is_human?language=en,Apr,2009
A new ecosystem for electric cars,Shai Agassi,/talks/shai_agassi_a_new_ecosystem_for_electric_cars?language=en,Apr,2009
Our antisocial phone tricks,Renny Gleeson,/talks/renny_gleeson_our_antisocial_phone_tricks?language=en,Apr,2009
A theory of everything,Emily Levine,/talks/emily_levine_a_theory_of_everything?language=en,Apr,2009
"How bacteria ""talk""",Bonnie Bassler,/talks/bonnie_bassler_how_bacteria_talk?language=en,Apr,2009
A prediction for the future of Iran,Bruce Bueno de Mesquita,/talks/bruce_bueno_de_mesquita_a_prediction_for_the_future_of_iran?language=en,Apr,2009
"Scenes from ""My Architect""",Nathaniel Kahn,/talks/nathaniel_kahn_scenes_from_my_architect?language=en,Apr,2009
Military robots and the future of war,P.W. Singer,/talks/p_w_singer_military_robots_and_the_future_of_war?language=en,Apr,2009
"The Airstream, restyled",Christopher C. Deam,/talks/christopher_c_deam_the_airstream_restyled?language=en,Apr,2009
Extreme wingsuit flying,Ueli Gegenschatz,/talks/ueli_gegenschatz_extreme_wingsuit_flying?language=en,Apr,2009
Can design save newspapers?,Jacek Utko,/talks/jacek_utko_can_design_save_newspapers?language=en,Mar,2009
Poetry of youth and age,C.K. Williams,/talks/c_k_williams_poetry_of_youth_and_age?language=en,Mar,2009
The jungle search for viruses,Nathan Wolfe,/talks/nathan_wolfe_the_jungle_search_for_viruses?language=en,Mar,2009
The difference between winning and succeeding,John Wooden,/talks/john_wooden_the_difference_between_winning_and_succeeding?language=en,Mar,2009
Cool tricks your phone can do,David Pogue,/talks/david_pogue_cool_tricks_your_phone_can_do?language=en,Mar,2009
An escape from poverty,Jacqueline Novogratz,/talks/jacqueline_novogratz_an_escape_from_poverty?language=en,Mar,2009
High-altitude wind energy from kites!,Saul Griffith,/talks/saul_griffith_high_altitude_wind_energy_from_kites?language=en,Mar,2009
How to grow fresh air,Kamal Meattle,/talks/kamal_meattle_how_to_grow_fresh_air?language=en,Mar,2009
What is retro-futurism?,Bruce McCall,/talks/bruce_mccall_what_is_retro_futurism?language=en,Mar,2009
My obsession with objects and the stories they tell,Adam Savage,/talks/adam_savage_my_obsession_with_objects_and_the_stories_they_tell?language=en,Mar,2009
Our buggy moral code,Dan Ariely,/talks/dan_ariely_our_buggy_moral_code?language=en,Mar,2009
"Cute, sexy, sweet, funny",Dan Dennett,/talks/dan_dennett_cute_sexy_sweet_funny?language=en,Mar,2009
The next web,Tim Berners-Lee,/talks/tim_berners_lee_the_next_web?language=en,Mar,2009
Play is more than just fun,Stuart Brown,/talks/stuart_brown_play_is_more_than_just_fun?language=en,Mar,2009
My 12 pairs of legs,Aimee Mullins,/talks/aimee_mullins_my_12_pairs_of_legs?language=en,Mar,2009
Meet the SixthSense interaction,Pattie Maes + Pranav Mistry,/talks/pattie_maes_pranav_mistry_meet_the_sixthsense_interaction?language=en,Mar,2009
3 ways good design makes you happy,Don Norman,/talks/don_norman_3_ways_good_design_makes_you_happy?language=en,Mar,2009
Learning from dirty jobs,Mike Rowe,/talks/mike_rowe_learning_from_dirty_jobs?language=en,Mar,2009
Conserving the canopy,Nalini Nadkarni,/talks/nalini_nadkarni_conserving_the_canopy?language=en,Mar,2009
How to restore a rainforest,Willie Smits,/talks/willie_smits_how_to_restore_a_rainforest?language=en,Mar,2009
Why not make video games for girls?,Brenda Laurel,/talks/brenda_laurel_why_not_make_video_games_for_girls?language=en,Mar,2009
The voices of Twitter users,Evan Williams,/talks/evan_williams_the_voices_of_twitter_users?language=en,Feb,2009
My underground art explorations,Miru Kim,/talks/miru_kim_my_underground_art_explorations?language=en,Feb,2009
A dive into the reef's Twilight Zone,Richard Pyle,/talks/richard_pyle_a_dive_into_the_reef_s_twilight_zone?language=en,Feb,2009
Seas of plastic,Charles Moore,/talks/charles_moore_seas_of_plastic?language=en,Feb,2009
How Benjamin Button got his face,Ed Ulbrich,/talks/ed_ulbrich_how_benjamin_button_got_his_face?language=en,Feb,2009
Join the SETI search,Jill Tarter,/talks/jill_tarter_join_the_seti_search?language=en,Feb,2009
My wish: Protect our oceans,Sylvia Earle,/talks/sylvia_earle_my_wish_protect_our_oceans?language=en,Feb,2009
El Sistema's top youth orchestra,Gustavo Dudamel and the Teresa Carreño Youth Orchestra,/talks/gustavo_dudamel_and_the_teresa_carreno_youth_orchestra_el_sistema_s_top_youth_orchestra?language=en,Feb,2009
The El Sistema music revolution,José Antonio Abreu,/talks/jose_antonio_abreu_the_el_sistema_music_revolution?language=en,Feb,2009
The next species of human,Juan Enriquez,/talks/juan_enriquez_the_next_species_of_human?language=en,Feb,2009
Our loss of wisdom,Barry Schwartz,/talks/barry_schwartz_our_loss_of_wisdom?language=en,Feb,2009
Toy tiles that talk to each other,David Merrill,/talks/david_merrill_toy_tiles_that_talk_to_each_other?language=en,Feb,2009
Using design to make ideas new,Milton Glaser,/talks/milton_glaser_using_design_to_make_ideas_new?language=en,Feb,2009
Your elusive creative genius,Elizabeth Gilbert,/talks/elizabeth_gilbert_your_elusive_creative_genius?language=en,Feb,2009
"Mosquitos, malaria and education",Bill Gates,/talks/bill_gates_mosquitos_malaria_and_education?language=en,Feb,2009
A solar energy system that tracks the sun,Bill Gross,/talks/bill_gross_a_solar_energy_system_that_tracks_the_sun?language=en,Feb,2009
Fiddling in reel time,Natalie MacMaster,/talks/natalie_macmaster_fiddling_in_reel_time?language=en,Jan,2009
Solving medical mysteries,Joe DeRisi,/talks/joe_derisi_solving_medical_mysteries?language=en,Jan,2009
Changing my legs - and my mindset,Aimee Mullins,/talks/aimee_mullins_changing_my_legs_and_my_mindset?language=en,Jan,2009
A theory of Earth's mass extinctions,Peter Ward,/talks/peter_ward_a_theory_of_earth_s_mass_extinctions?language=en,Jan,2009
Hypersonic sound and other inventions,Woody Norris,/talks/woody_norris_hypersonic_sound_and_other_inventions?language=en,Jan,2009
The extraordinary power of ordinary people,Sherwin Nuland,/talks/sherwin_nuland_the_extraordinary_power_of_ordinary_people?language=en,Jan,2009
Genomics 101,Barry Schuler,/talks/barry_schuler_genomics_101?language=en,Jan,2009
Tools for a better world,Jamais Cascio,/talks/jamais_cascio_tools_for_a_better_world?language=en,Jan,2009
Design and discovery,David Carson,/talks/david_carson_design_and_discovery?language=en,Jan,2009
"Great design is serious, not solemn",Paula Scher,/talks/paula_scher_great_design_is_serious_not_solemn?language=en,Jan,2009
What consumers want,Joseph Pine,/talks/joseph_pine_what_consumers_want?language=en,Jan,2009
The art and craft of bread,Peter Reinhart,/talks/peter_reinhart_the_art_and_craft_of_bread?language=en,Jan,2009
The visual magic of comics,Scott McCloud,/talks/scott_mccloud_the_visual_magic_of_comics?language=en,Jan,2009
Ways of seeing,Rob Forbes,/talks/rob_forbes_ways_of_seeing?language=en,Jan,2009
Organic algorithms in architecture,Greg Lynn,/talks/greg_lynn_organic_algorithms_in_architecture?language=en,Jan,2009
My dream of a flying car,Paul Moller,/talks/paul_moller_my_dream_of_a_flying_car?language=en,Jan,2009
Digging up dinosaurs,Paul Sereno,/talks/paul_sereno_digging_up_dinosaurs?language=en,Jan,2009
My journey in design,John Maeda,/talks/john_maeda_my_journey_in_design?language=en,Jan,2009
Play! Experiment! Discover!,Kary Mullis,/talks/kary_mullis_play_experiment_discover?language=en,Jan,2009
The hunt for General Tso,Jennifer 8. Lee,/talks/jennifer_8_lee_the_hunt_for_general_tso?language=en,Dec,2008
Taking OLPC to Colombia,Nicholas Negroponte,/talks/nicholas_negroponte_taking_olpc_to_colombia?language=en,Dec,2008
The science of sync,Steven Strogatz,/talks/steven_strogatz_the_science_of_sync?language=en,Dec,2008
There might just be life on Mars,Penelope Boston,/talks/penelope_boston_there_might_just_be_life_on_mars?language=en,Dec,2008
The price of happiness,Benjamin Wallace,/talks/benjamin_wallace_the_price_of_happiness?language=en,Dec,2008
Why we make bad decisions,Dan Gilbert,/talks/dan_gilbert_why_we_make_bad_decisions?language=en,Dec,2008
My library of human imagination,Jay Walker,/talks/jay_walker_my_library_of_human_imagination?language=en,Dec,2008
A plea for bees,Dennis vanEngelsdorp,/talks/dennis_vanengelsdorp_a_plea_for_bees?language=en,Dec,2008
The playful search for beauty,Eva Zeisel,/talks/eva_zeisel_the_playful_search_for_beauty?language=en,Dec,2008
The joyful tradition of mountain music,David Holt,/talks/david_holt_the_joyful_tradition_of_mountain_music?language=en,Dec,2008
Demo: The Orb,Nick Sears,/talks/nick_sears_demo_the_orb?language=en,Dec,2008
The future of cars,Larry Burns,/talks/larry_burns_the_future_of_cars?language=en,Dec,2008
Life in Second Life,Philip Rosedale,/talks/philip_rosedale_life_in_second_life?language=en,Dec,2008
The mysterious lives of giant trees,Richard Preston,/talks/richard_preston_the_mysterious_lives_of_giant_trees?language=en,Dec,2008
The coming neurological epidemic,Gregory Petsko,/talks/gregory_petsko_the_coming_neurological_epidemic?language=en,Nov,2008
Do the green thing,Andy Hobsbawm,/talks/andy_hobsbawm_do_the_green_thing?language=en,Nov,2008
A foie gras parable,Dan Barber,/talks/dan_barber_a_foie_gras_parable?language=en,Nov,2008
"What I'm worried about, what I'm excited about",Bill Joy,/talks/bill_joy_what_i_m_worried_about_what_i_m_excited_about?language=en,Nov,2008
The design of the universe,George Smoot,/talks/george_smoot_the_design_of_the_universe?language=en,Nov,2008
"A tour of Nollywood, Nigeria's booming film industry",Franco Sacchi,/talks/franco_sacchi_a_tour_of_nollywood_nigeria_s_booming_film_industry?language=en,Nov,2008
Fashion and creativity,Isaac Mizrahi,/talks/isaac_mizrahi_fashion_and_creativity?language=en,Nov,2008
The Long Now,Stewart Brand,/talks/stewart_brand_the_long_now?language=en,Nov,2008
Tidying up art,Ursus Wehrli,/talks/ursus_wehrli_tidying_up_art?language=en,Nov,2008
The story behind the Mars Rovers,Charles Elachi,/talks/charles_elachi_the_story_behind_the_mars_rovers?language=en,Nov,2008
A complicated hero in the war on dictatorship,Samantha Power,/talks/samantha_power_a_complicated_hero_in_the_war_on_dictatorship?language=en,Nov,2008
Science and democracy,Lee Smolin,/talks/lee_smolin_science_and_democracy?language=en,Nov,2008
The science of scent,Luca Turin,/talks/luca_turin_the_science_of_scent?language=en,Nov,2008
Tales of creativity and play,Tim Brown,/talks/tim_brown_tales_of_creativity_and_play?language=en,Nov,2008
Walk the earth ... my 17-year vow of silence,John Francis,/talks/john_francis_walk_the_earth_my_17_year_vow_of_silence?language=en,Nov,2008
The power and the danger of online crowds,James Surowiecki,/talks/james_surowiecki_the_power_and_the_danger_of_online_crowds?language=en,Nov,2008
A flight through the ocean,Graham Hawkes,/talks/graham_hawkes_a_flight_through_the_ocean?language=en,Nov,2008
The evolution of compassion,Robert Wright,/talks/robert_wright_the_evolution_of_compassion?language=en,Oct,2008
Expanding your circle of compassion,Robert Thurman,/talks/robert_thurman_expanding_your_circle_of_compassion?language=en,Oct,2008
"Lose your ego, find your compassion",Feisal Abdul Rauf,/talks/feisal_abdul_rauf_lose_your_ego_find_your_compassion?language=en,Oct,2008
Compassion at the dinner table,James Forbes,/talks/james_forbes_compassion_at_the_dinner_table?language=en,Oct,2008
The profound journey of compassion,Dayananda Saraswati,/talks/dayananda_saraswati_the_profound_journey_of_compassion?language=en,Oct,2008
The balancing act of compassion,Jackie Tabick,/talks/jackie_tabick_the_balancing_act_of_compassion?language=en,Oct,2008
The story of Ezra,Newton Aduaka,/talks/newton_aduaka_the_story_of_ezra?language=en,Oct,2008
Toys and materials from the future,Zach Kaplan + Keith Schacht,/talks/zach_kaplan_keith_schacht_toys_and_materials_from_the_future?language=en,Oct,2008
A story of mixed emoticons,Rives,/talks/rives_a_story_of_mixed_emoticons?language=en,Oct,2008
Why do societies collapse?,Jared Diamond,/talks/jared_diamond_why_do_societies_collapse?language=en,Oct,2008
The face of AIDS in Africa,Kristen Ashburn,/talks/kristen_ashburn_the_face_of_aids_in_africa?language=en,Oct,2008
"Flow, the secret to happiness",Mihaly Csikszentmihalyi,/talks/mihaly_csikszentmihalyi_flow_the_secret_to_happiness?language=en,Oct,2008
Nature vs. humans,Paul MacCready,/talks/paul_maccready_nature_vs_humans?language=en,Oct,2008
"Aliens, love — where are they?",John Hodgman,/talks/john_hodgman_aliens_love_where_are_they?language=en,Oct,2008
Healing through diet,Dean Ornish,/talks/dean_ornish_healing_through_diet?language=en,Oct,2008
On glamour,Virginia Postrel,/talks/virginia_postrel_on_glamour?language=en,Oct,2008
Design and the Elastic Mind,Paola Antonelli,/talks/paola_antonelli_design_and_the_elastic_mind?language=en,Oct,2008
An 8-dimensional model of the universe,Garrett Lisi,/talks/garrett_lisi_an_8_dimensional_model_of_the_universe?language=en,Oct,2008
Playing invisible turntables,James Burchfield,/talks/james_burchfield_playing_invisible_turntables?language=en,Oct,2008
The Web as a city,Steven Johnson,/talks/steven_johnson_the_web_as_a_city?language=en,Oct,2008
